,school_name,school_type,addr
591,서울명덕초등학교,공립,서울특별시 강동구 양재대로156길 11 . 서울명덕초등학교 (고덕동)
592,서울명원초등학교,공립,서울특별시 강동구 명일로 364 . 서울명원초등학교 (명일동)
593,서울명일초등학교,공립,서울특별시 강동구 고덕로38길 8 . 서울명일초등학교(암사동. 서울명일초등학교)
594,서울묘곡초등학교,공립,서울특별시 강동구 동남로79길 46 (고덕동)
595,서울상일초등학교,공립,서울특별시 강동구 천호대로 1477 (상일동)
596,서울선린초등학교,공립,서울특별시 강동구 진황도로61길 29 . 서울선린초등학교 (둔촌동)
597,서울선사초등학교,공립,서울특별시 강동구 올림픽로 837 . 서울선사초등학교 (암사동. 서울선사초등학교)
598,서울성내초등학교,공립,서울특별시 강동구 성내로3길 19 (성내동. 서울성내초등학교)
599,서울성일초등학교,공립,서울특별시 강동구 성내로15길 33 . 서울성일초등학교 (성내동)
600,서울신명초등학교,공립,서울특별시 강동구 명일로24길 33 . 서울신명초등학교 (길동)
601,서울신암초등학교,공립,서울특별시 강동구 올림픽로93길 33-16 . 서울신암초등학교 (암사동)
602,서울위례초등학교,공립,서울특별시 강동구 명일로 23 (둔촌동)
603,서울천동초등학교,공립,서울특별시 강동구 성안로 200 . 서울천동초등학교 (길동)
604,서울천일초등학교,공립,서울특별시 강동구 구천면로 266 . 서울천일초등학교 (천호동)
605,서울천호초등학교,공립,서울특별시 강동구 구천면로 310-11 (천호동.서울천호초등학교)
606,서울한산초등학교,공립,서울특별시 강동구 풍성로 261 (서울한산초등학교. 둔촌동)
607,,,
608,,,
609,,,
610,,,
